titulo,localizacion,precio,ascensor,baños,trastero,piso,habitaciones,metros_reales,armarios_empotrados,terraza,garaje,calefaccion,aire_acondicionado,piscina,zonas_verdes
Alquiler de Chalet adosado en plaza Gertrudis Gómez de Avellaneda,"Cervantes-Palacio de Deportes, Granada",1300,0.0,3,1,Muchas_plantas,4,2,1,1,1,1,1,0,0
Alquiler de Piso en plaza Gerardo Cuerva,"Figares, Granada",1150,1.0,3,1,Bajo,3,1,0,1,1,1,1,0,0
Alquiler de Piso en calle Palencia,"Zaidín, Granada",850,1.0,2,0,Ultimos_pisos,3,98,1,0,0,1,0,0,0
Alquiler de Piso en plaza de San Lázaro,"Plaza de Toros, Granada",1250,1.0,2,1,Primeros_pisos,3,1,1,0,1,1,1,0,0
Alquiler de Piso en calle Parra de San Cecilio,"Cuesta Escoriaza - Barranco del Abogado, Granada",590,0.0,1,0,Primeros_pisos,1,57,0,0,0,1,0,0,0
Alquiler de Piso en Arabial,"Ronda - Arabial, Granada",1400,1.0,2,0,Primeros_pisos,5,1,0,1,0,1,1,0,0
Alquiler de Piso en calle Julio Moreno Dávila,"Polígono Cartuja, Granada",800,1.0,2,0,Ultimos_pisos,4,1,0,1,0,1,1,0,1
Alquiler de Piso en calle Alejandro Dumas,"Polígono Cartuja, Granada",720,1.0,1,0,Ultimos_pisos,3,93,0,0,0,0,0,0,0
Alquiler de Piso en calle Joaquina Eguaras,"Joaquina Eguaras, Granada",700,1.0,2,0,Primeros_pisos,2,74,0,0,1,1,1,0,0
Alquiler de Piso en puente del Carbón,"San Matías - Pavaneras, Granada",1600,0.0,3,0,Primeros_pisos,4,1,1,1,0,1,1,0,0
"Alquiler de Piso en pasaje Algaba, 4","Casería de Montijo, Granada",1480,0.0,2,0,Primeros_pisos,5,1,1,0,0,0,0,0,0
"Alquiler de Piso en calle Real de Cartuja, 18","San Ildefonso, Granada",625,1.0,1,0,Primeros_pisos,1,50,1,0,0,1,1,0,0
Alquiler de Piso en calle San Juan de Dios,"Gran Capitán, Granada",950,1.0,1,1,Bajo,2,89,1,0,1,1,0,0,0
Alquiler de Piso en calle Ángel Ganivet,"Carrera de la Virgen - Paseo del Salón, Granada",1000,1.0,1,0,Primeros_pisos,1,85,1,0,0,1,1,0,0
Alquiler de Piso en calle Sacromonte,Albolote,675,1.0,1,0,Primeros_pisos,3,93,1,0,0,1,1,0,0
Alquiler de Piso en Carrera de la Virgen - Paseo del Salón,"Realejo, Granada",850,0.0,1,0,Primeros_pisos,1,60,0,0,0,1,0,0,0
Alquiler de Piso en calle Alejandro Dumas,"Polígono Cartuja, Granada",720,1.0,1,0,Ultimos_pisos,3,93,0,0,0,0,0,0,0
Alquiler de Piso en calle Gutierre Tibón,"Campo Verde, Granada",1050,1.0,1,0,Primeros_pisos,3,1,1,1,0,1,1,0,0
Alquiler de Piso en Campus de la Salud s/n,"Campus de la Salud, Granada",925,1.0,2,1,Ultimos_pisos,2,85,0,0,1,1,0,1,1
Alquiler de Piso en Arabial,"Ronda - Arabial, Granada",1250,1.0,2,0,Ultimos_pisos,3,1,1,0,0,1,1,0,0
Alquiler de Piso en avenida Federico García Lorca,"Barrio de los Periodistas, Granada",1000,1.0,2,0,Primeros_pisos,4,1,1,0,0,1,1,1,0
Alquiler de Piso en calle Curro Cúchares,"La Cruz, Granada",950,0.0,1,0,Primeros_pisos,4,1,1,0,0,1,0,0,0
"Alquiler de Ático en calle Acera de San Ildefonso, 30","San Ildefonso, Granada",700,1.0,1,0,Primeros_pisos,1,70,1,1,0,1,1,0,0
Alquiler de Piso en calle Víctor Hugo,"Campo Verde, Granada",1200,1.0,3,0,Ultimos_pisos,4,1,0,1,0,1,1,0,0
Alquiler de Piso en calle Faisán,"Los Pajaritos, Granada",1080,1.0,1,0,Primeros_pisos,4,1,0,1,0,1,1,0,0
Alquiler de Piso en ronda de Alfareros s/n,"Casería de Montijo, Granada",1200,0.0,2,0,Primeros_pisos,4,1,1,1,0,0,0,0,0
Alquiler de Piso en calle Acera de Canasteros,"Gran Vía, Granada",1100,1.0,2,0,Ultimos_pisos,4,1,0,0,0,1,0,0,0
Alquiler de Piso en calle San Rafael,Huétor-Vega,700,0.0,1,0,Primeros_pisos,3,89,1,0,0,1,1,0,0
Alquiler de Piso en calle Joaquina Eguaras,"Joaquina Eguaras, Granada",700,1.0,2,0,Primeros_pisos,2,74,0,0,1,1,1,0,0
"Alquiler de Piso en calle Otura, 217","Campus de la Salud, Granada",1100,1.0,2,0,Primeros_pisos,3,1,1,1,1,1,1,1,1
Alquiler de Piso en calle Gardenia,"Figares, Granada",1200,1.0,2,0,Ultimos_pisos,4,1,1,0,1,1,0,1,0
Alquiler de Piso en calle Laguna de Aguas Verdes,"Bola de Oro, Granada",850,1.0,2,0,Primeros_pisos,2,88,0,1,0,1,0,1,0
Alquiler de Piso en calle Periodista Francisco Giles Jiménez,"Polígono Cartuja, Granada",1000,1.0,1,0,Primeros_pisos,4,1,0,1,0,1,1,0,1
Alquiler de Piso en calle Acera de Canasteros,"Gran Vía, Granada",1400,1.0,2,0,Primeros_pisos,4,1,0,0,0,1,0,0,0
Alquiler de Piso en avenida de la Constitución,"Los Pajaritos, Granada",1230,1.0,2,0,Primeros_pisos,3,1,0,1,0,1,0,0,0
Alquiler de Piso en calle Pintor López Mezquita,"Gran Capitán, Granada",900,1.0,2,0,Primeros_pisos,4,1,0,1,0,1,0,0,0
Alquiler de Piso en avenida Doctor Oloriz,"Plaza de Toros, Granada",830,1.0,2,1,Primeros_pisos,3,95,1,0,0,1,0,0,0
Alquiler de Piso en calle Parras,Ogijares,550,1.0,1,0,Bajo,2,60,1,0,1,1,0,0,0
Alquiler de Piso en avenida Doctor Oloriz,"Plaza de Toros, Granada",800,0.0,1,0,Ultimos_pisos,3,80,0,1,0,0,0,0,0
Alquiler de Piso en plaza de los Neveros,"Bola de Oro, Granada",825,0.0,2,0,Primeros_pisos,2,89,1,1,1,1,0,1,0
"Alquiler de Piso en calle Ruiseñor, 8","Los Pajaritos, Granada",990,1.0,1,0,Ultimos_pisos,4,1,1,1,0,1,1,0,0
Alquiler de Piso en calle Horno de Haza,"Jardín Botánico, Granada",760,0.0,2,0,Primeros_pisos,3,1,1,1,0,1,0,0,0
Alquiler de Piso en calle Doctor Marañón,"Plaza de Toros, Granada",900,1.0,1,0,Ultimos_pisos,3,90,0,0,0,1,1,0,0
Alquiler de Piso en calle Cristo de la Yedra,"San Ildefonso, Granada",550,1.0,1,0,Primeros_pisos,1,55,0,0,0,1,1,0,0
Alquiler de Piso en calle Horno de Haza,"Jardín Botánico, Granada",720,0.0,2,0,Primeros_pisos,3,90,1,0,0,1,0,0,0
Alquiler de Piso en calle Pintor López Mezquita,"Gran Capitán, Granada",900,1.0,2,0,Primeros_pisos,4,1,0,1,0,1,0,0,0
Alquiler de Piso en calle Calderón,Santa Fe,580,0.0,1,0,Primeros_pisos,2,72,0,0,0,1,0,0,0
Alquiler de Piso en camino de Ronda,"Los Pajaritos, Granada",595,1.0,1,0,Primeros_pisos,1,60,1,0,1,0,0,0,0
Alquiler de Piso en calle Gonzalo Gallas,"Ronda - Arabial, Granada",990,1.0,2,0,Primeros_pisos,2,86,0,0,0,1,1,0,0
Alquiler de Piso en cristo de la yedra,"San Ildefonso, Granada",1180,1.0,2,0,Primeros_pisos,4,1,0,0,0,0,0,0,0
Alquiler de Ático en calle Cisne,"Los Pajaritos, Granada",1500,1.0,2,0,Ultimos_pisos,4,80,0,0,0,1,1,0,0
Alquiler de Piso en ronda de Alfareros,"Casería de Montijo, Granada",1200,0.0,2,1,Primeros_pisos,4,1,0,1,1,1,1,0,0
Alquiler de Estudio en calle Martínez de la Rosa,"Ronda - Arabial, Granada",775,1.0,1,0,Primeros_pisos,1,40,1,0,0,1,0,0,0
Alquiler de Piso en Arabial,"Figares, Granada",750,1.0,1,0,Ultimos_pisos,3,95,0,0,0,1,0,0,0
Alquiler de Piso en calle Manuel de Falla,"Figares, Granada",1200,1.0,2,1,Ultimos_pisos,4,1,1,1,0,1,0,0,0
Alquiler de Casa o chalet independiente en calle everest s/n,La Zubia,2500,0.0,5,1,Muchas_plantas,5,9,1,1,1,1,1,1,0
Alquiler de Piso en paseo de la Bomba s/n,"Carrera de la Virgen - Paseo del Salón, Granada",1750,1.0,4,0,Primeros_pisos,5,2,1,0,1,1,1,1,1
Alquiler de Piso en Carrera de la Virgen - Paseo del Salón,"Realejo, Granada",900,0.0,1,0,Primeros_pisos,2,94,0,0,0,1,0,0,0
Alquiler de Ático en Arabial,"Ronda - Arabial, Granada",850,1.0,1,0,Ultimos_pisos,3,1,1,1,1,1,1,0,0
Alquiler de Piso en calle Cisne,"Los Pajaritos, Granada",900,0.0,1,0,Primeros_pisos,3,65,0,0,0,0,0,0,0
"Alquiler de Piso en calle Gran Vía de Colón, 26","Gran Vía, Granada",1000,1.0,2,0,Primeros_pisos,1,80,1,0,0,1,1,0,0
"Alquiler de Chalet pareado en avenida Cristóbal Colón, 169","Casco Historico, Churriana de la Vega",2200,0.0,3,1,Muchas_plantas,3,2,1,1,1,1,1,0,0
Alquiler de Piso en calle limon,"Gran Vía, Granada",650,0.0,1,0,Bajo,1,50,0,0,0,0,0,0,0
Alquiler de Piso en Figares,Granada,1400,1.0,2,0,Primeros_pisos,4,1,0,1,0,1,0,0,0
Alquiler de Dúplex en calle Isaac Peral,Cajar,530,0.0,1,0,Primeros_pisos,2,50,1,1,0,1,1,0,0
Alquiler de Piso en calle Quijada s/n,"Albaicín, Granada",500,0.0,1,0,Bajo,1,45,0,0,0,1,0,0,0
Alquiler de Piso en calle limon,"Gran Vía, Granada",650,0.0,1,0,Bajo,1,50,0,0,0,0,0,0,0
Alquiler de Piso en Casería de Montijo,"Norte, Granada",1480,0.0,2,0,Primeros_pisos,5,1,0,0,0,1,0,0,0
"Alquiler de Piso en calle Gran Vía de Colón, 26","Gran Vía, Granada",1000,1.0,2,0,Primeros_pisos,1,80,1,0,0,1,1,0,0
Alquiler de Piso en calle Hermigua,"Barrio de los Periodistas, Granada",650,0.0,1,0,Bajo,1,31,0,1,1,1,0,0,0
"Alquiler de Piso en Tortola, 35","Los Pajaritos, Granada",1400,1.0,2,1,Primeros_pisos,4,1,0,1,0,0,0,0,0
Alquiler de Piso en Ronda - Arabial,"Ronda - Arabial, Granada",900,1.0,2,0,Ultimos_pisos,3,1,0,0,0,1,0,0,0
Alquiler de Piso en Ctra Sierra - Acceso Nuevo Alhambra,Granada,1100,1.0,2,0,Ultimos_pisos,3,1,1,1,1,1,0,0,0
Alquiler de Estudio en Molinos - Santiago,"Realejo, Granada",550,0.0,1,0,Primeros_pisos,1,35,1,1,0,1,1,0,0
Alquiler de Ático en Ronda - Arabial,"Ronda - Arabial, Granada",1400,1.0,2,0,Primeros_pisos,3,1,1,0,1,1,1,0,0
Alquiler de Piso en calle Motril,Albolote,750,1.0,2,0,Primeros_pisos,2,68,1,1,1,1,1,0,0
"Alquiler de Piso en calle Cristo de la Yedra, 9","San Ildefonso, Granada",850,1.0,1,0,Primeros_pisos,2,70,1,1,0,1,1,0,0
"Alquiler de Chalet adosado en San Blas, 9","San Francisco Javier, Granada",1350,0.0,2,0,Muchas_plantas,4,90,1,1,0,1,1,0,0
"Alquiler de Piso en calle Cocheras de San Cecilio, 9","Cuesta Escoriaza - Barranco del Abogado, Granada",650,0.0,1,0,Primeros_pisos,1,45,1,0,0,1,1,0,0
Alquiler de Piso en calle Sol,"Ronda - Arabial, Granada",1200,1.0,1,0,Ultimos_pisos,3,1,0,0,0,1,0,0,0
Alquiler de Chalet adosado en calle Cuarto Dorado,"Albaicín, Granada",1400,0.0,3,0,Muchas_plantas,3,1,1,1,0,1,1,0,0
Alquiler de Casa o chalet independiente en calle Lagartijillo,"La Cruz, Granada",950,0.0,1,0,Muchas_plantas,3,1,1,1,0,1,0,0,0
Alquiler de Piso en Castañeda,"Carrera de la Virgen - Paseo del Salón, Granada",630,0.0,1,0,Primeros_pisos,1,60,0,0,0,0,0,0,0
"Alquiler de Piso en avenida Don Bosco, 35","Zaidín, Granada",840,1.0,2,0,Primeros_pisos,4,1,0,0,0,1,0,0,0
"Alquiler de Piso en camino de Ronda, 22","Figares, Granada",1100,1.0,2,0,Ultimos_pisos,5,1,0,1,1,1,1,1,1
Alquiler de Piso en real de cartuja,"San Ildefonso, Granada",990,0.0,1,0,Primeros_pisos,3,70,0,0,0,1,1,0,0
Alquiler de Estudio en calle Misericordia,"Jardín Botánico, Granada",500,0.0,1,0,Primeros_pisos,1,30,0,0,0,1,0,0,0
"Alquiler de Estudio en calle Darro del Boquerón, 15","Gran Capitán, Granada",650,0.0,1,0,Primeros_pisos,1,50,0,0,0,1,0,0,0
"Alquiler de Piso en camino de Ronda, 190","Los Pajaritos, Granada",595,1.0,1,0,Primeros_pisos,1,70,1,0,1,1,1,0,0
Alquiler de Piso en calle San Matías,"San Matías - Pavaneras, Granada",950,1.0,2,0,Primeros_pisos,4,1,1,1,0,1,0,0,0
"Alquiler de Piso en calle del Filólogo Julio Casares, 10","Rosaleda - Juventud, Granada",1200,1.0,2,1,Primeros_pisos,3,1,1,1,1,1,1,1,1
Alquiler de Piso en pasaje Profesor Sainz Cantero,"Gran Capitán, Granada",720,1.0,1,0,Bajo,2,87,1,0,1,1,1,0,0
Alquiler de Piso en Montereros,"Catedral, Granada",650,1.0,1,0,Primeros_pisos,1,60,0,0,0,1,1,0,0
Alquiler de Piso en calle Alhóndiga s/n,"Recogidas, Granada",1200,0.0,2,0,Primeros_pisos,4,1,0,0,0,0,0,0,0
Alquiler de Piso en calle Profesor García Gómez,"Figares, Granada",1150,1.0,2,0,Ultimos_pisos,3,1,1,0,1,1,1,0,0
"Alquiler de Chalet adosado en calle Lepanto, 9","Las Flores - La Huerta, Las Gabias",850,0.0,3,0,Muchas_plantas,3,1,0,1,1,1,1,0,0
Alquiler de Piso en real de cartuja,"San Ildefonso, Granada",990,0.0,1,0,Primeros_pisos,3,70,0,0,0,1,1,0,0
Alquiler de Estudio en calle Acera del Darro,"Figares, Granada",900,1.0,1,0,Muchas_plantas,1,40,0,0,0,0,1,0,0
Alquiler de Piso en calle Doctor Fermín Garrido,"Plaza de Toros, Granada",950,0.0,1,0,Ultimos_pisos,3,90,0,0,0,0,0,0,0
Alquiler de Piso en calle Lérida,"Zona Poniente, Armilla",750,1.0,2,0,Primeros_pisos,3,95,0,1,1,0,1,0,0
Alquiler de Piso en Av. de ilustracion,"Campus de la Salud, Granada",850,1.0,1,0,Ultimos_pisos,1,80,1,0,0,1,1,1,0
"Alquiler de Piso en calle San Antón, 49","Figares, Granada",700,1.0,1,0,Primeros_pisos,1,60,1,0,0,1,1,0,0
Alquiler de Piso en La Chana,Granada,1200,1.0,2,0,Ultimos_pisos,4,1,0,1,0,1,0,0,0
Alquiler de Ático en camino de Ronda,"Ronda - Arabial, Granada",900,1.0,1,0,Ultimos_pisos,2,65,0,1,0,1,1,0,0
Alquiler de Piso en calle Álvaro de Bazán,"Gran Vía, Granada",725,1.0,1,0,Primeros_pisos,1,50,0,0,0,1,0,0,0
Alquiler de Ático en Barrio de los Periodistas,Granada,1200,1.0,2,0,Ultimos_pisos,2,90,1,1,1,1,1,1,0
Alquiler de Piso en calle Solarillo de Gracia,"Recogidas, Granada",1200,1.0,1,0,Primeros_pisos,4,1,0,0,0,1,0,0,0
Alquiler de Piso en calle Henríquez de Jorquera,"Polígono Cartuja, Granada",940,1.0,1,0,Ultimos_pisos,3,1,1,1,0,1,1,0,0
Alquiler de Dúplex en Reyes Católicos,"Molinos - Santiago, Granada",750,0.0,1,0,Ultimos_pisos,1,55,1,1,0,1,1,0,0
Alquiler de Chalet adosado en plaza Gertrudis Gómez de Avellaneda,"Cervantes-Palacio de Deportes, Granada",1300,0.0,3,0,Muchas_plantas,4,2,1,1,1,1,1,0,0
Alquiler de Piso en calle Gras y Granollers,"La Chana, Granada",700,1.0,1,0,Primeros_pisos,2,65,1,0,0,1,0,0,0
Alquiler de Piso en calle Santa Teresa,"Recogidas, Granada",1200,0.0,1,0,Primeros_pisos,4,1,0,0,0,1,0,0,0
Alquiler de Piso en calle Elvira,"Albaicín, Granada",720,1.0,1,0,Bajo,2,65,1,1,0,1,1,0,0
Alquiler de Chalet adosado en calle Atenea,"San Miguel, Armilla",1200,0.0,3,1,Muchas_plantas,3,2,1,1,1,1,0,0,0
Alquiler de Piso en camino De Ronda,"Ronda - Arabial, Granada",1000,1.0,2,0,Ultimos_pisos,4,1,0,1,0,1,0,0,0
Alquiler de Piso en camino De Ronda,"Ronda - Arabial, Granada",1390,1.0,2,0,Primeros_pisos,4,1,0,1,0,1,0,0,0
Alquiler de Piso en Gran Via De Colon,"Gran Vía, Granada",770,1.0,1,0,Primeros_pisos,1,60,0,0,1,0,1,0,0
Alquiler de Piso en calle Martínez Campos,"Figares, Granada",1100,1.0,2,0,Bajo,4,1,0,1,0,1,0,0,0
Alquiler de Piso en Solarillo,"Recogidas, Granada",1200,0.0,1,0,Primeros_pisos,4,1,0,0,0,1,0,0,0
Alquiler de Piso en Zaidín,Granada,850,1.0,1,0,Primeros_pisos,3,1,0,1,1,1,1,0,0
Alquiler de Piso en calle Doctor Sánchez Mariscal,"Plaza de Toros, Granada",1100,1.0,2,0,Primeros_pisos,4,1,1,1,0,1,1,0,0
Alquiler de Piso en avenida de Madrid,"Plaza de Toros, Granada",1290,1.0,2,0,Primeros_pisos,4,1,0,0,0,1,1,0,0
Alquiler de Piso en Santa Teresa,"Recogidas, Granada",1600,0.0,1,1,Primeros_pisos,5,1,1,1,0,1,0,0,0
Alquiler de Piso en camino De Ronda,"Ronda - Arabial, Granada",730,1.0,1,0,Primeros_pisos,3,95,0,1,0,1,0,0,0
Alquiler de Piso en calle Profesor Francisco Dalmau,"Joaquina Eguaras, Granada",750,1.0,1,0,Ultimos_pisos,3,95,0,0,0,1,1,0,0
Alquiler de Piso en camino de Ronda,"Figares, Granada",1150,1.0,2,0,Ultimos_pisos,4,1,1,1,0,1,0,0,0
Alquiler de Piso en calle Santa Teresa,"Recogidas, Granada",1200,0.0,1,0,Primeros_pisos,4,1,0,0,0,1,0,0,0
Alquiler de Piso en Parque Nueva Granada,"Norte, Granada",700,1.0,2,0,Primeros_pisos,3,1,1,0,1,1,1,1,1
Alquiler de Piso en calle Santa Teresa,"Recogidas, Granada",1400,0.0,2,0,Bajo,5,1,1,1,0,1,0,0,0
Alquiler de Piso en calle Doctor Pareja Yébenes,"Plaza de Toros, Granada",780,0.0,1,0,Primeros_pisos,3,85,0,1,0,1,0,0,0
Alquiler de Piso en calle Gras y Granollers,"La Chana, Granada",700,1.0,1,0,Primeros_pisos,2,65,1,0,0,1,0,0,0
Alquiler de Piso en camino De Ronda,"Figares, Granada",660,0.0,1,0,Primeros_pisos,3,90,0,0,0,1,0,0,0
Alquiler de Piso en Santa Teresa,"Recogidas, Granada",1600,0.0,1,1,Primeros_pisos,5,1,1,1,0,1,0,0,0
Alquiler de Piso en calle Doctor Víctor Escribano,"Plaza de Toros, Granada",800,1.0,1,0,Primeros_pisos,3,90,1,0,0,1,0,0,0
Alquiler de Piso en calle San Juan Baja,"Figares, Granada",900,0.0,1,0,Primeros_pisos,2,95,1,0,0,1,1,0,0
Alquiler de Piso en camino De Ronda,"Ronda - Arabial, Granada",730,1.0,1,0,Primeros_pisos,3,95,0,1,0,1,0,0,0
Alquiler de Piso en calle Doctor Sánchez Mariscal,"Plaza de Toros, Granada",1100,1.0,2,0,Primeros_pisos,4,1,1,1,0,1,1,0,0
Alquiler de Piso en calle Martínez Campos,"Figares, Granada",1100,1.0,2,0,Bajo,4,1,0,1,0,1,0,0,0
Alquiler de Piso en calle Elvira,"Albaicín, Granada",720,1.0,1,0,Bajo,2,65,1,1,0,1,1,0,0
Alquiler de Piso en avenida de Madrid,"Plaza de Toros, Granada",800,1.0,2,0,Primeros_pisos,4,95,0,0,0,1,0,0,0
Alquiler de Casa o chalet independiente en Bola de Oro,Granada,1500,0.0,3,0,Muchas_plantas,5,2,1,1,1,1,1,0,0
Alquiler de Piso en Conde Cifuentes,"Figares, Granada",1000,1.0,2,0,Ultimos_pisos,4,1,1,1,0,1,0,0,0
Alquiler de Piso en calle Joaquina Eguaras,"Joaquina Eguaras, Granada",700,1.0,1,0,Primeros_pisos,3,85,0,1,0,1,0,0,0
Alquiler de Piso en Arzobispo Pedro De Castro,"Joaquina Eguaras, Granada",840,1.0,2,0,Ultimos_pisos,3,1,1,1,0,1,1,0,0
"Alquiler de Piso en calle San Marcos, 8","Figares, Granada",1300,1.0,1,0,Primeros_pisos,4,1,1,0,1,1,1,0,0
"Alquiler de Piso en calle Profesor Tierno Galván, 4","Zaidín, Granada",750,1.0,1,0,Primeros_pisos,3,58,0,0,0,1,1,0,0
Alquiler de Piso en calle Martínez de la Rosa,"Gran Capitán, Granada",1400,1.0,2,0,Primeros_pisos,4,1,1,1,0,1,0,0,0
Alquiler de Piso en Pintor Rodriguez Acosta,"Gran Capitán, Granada",950,1.0,2,0,Ultimos_pisos,4,1,1,1,0,1,0,0,0
Alquiler de Piso en Buensuceso,"Recogidas, Granada",950,0.0,2,0,Bajo,3,1,1,0,0,1,0,0,0
Alquiler de Piso en calle Morayma,"Bola de Oro, Granada",850,1.0,2,1,Primeros_pisos,4,1,1,0,1,1,0,0,1
Alquiler de Piso en Solarillo,"Recogidas, Granada",1200,0.0,1,0,Primeros_pisos,4,1,0,0,0,1,0,0,0
Alquiler de Piso en camino De Ronda,"Ronda - Arabial, Granada",1390,1.0,2,0,Primeros_pisos,4,1,0,1,0,1,0,0,0
Alquiler de Piso en calle Ribera del Beiro,"La Cruz, Granada",1200,1.0,2,0,Primeros_pisos,3,1,1,0,0,1,0,0,0
Alquiler de Piso en calle San Jerónimo,"Catedral, Granada",1100,1.0,2,0,Primeros_pisos,4,1,1,1,0,1,1,0,0
Alquiler de Piso en Ancha de Gracia,"Ronda - Arabial, Granada",1150,1.0,2,0,Ultimos_pisos,2,1,1,0,1,1,1,0,0
Alquiler de Piso en Cervantes-Palacio de Deportes,Granada,1600,1.0,2,0,Primeros_pisos,5,1,0,1,0,1,1,0,0
Alquiler de Chalet adosado en Ctra Sierra - Acceso Nuevo Alhambra,Granada,1050,0.0,2,0,Muchas_plantas,2,2,1,1,1,1,0,1,0
Alquiler de Piso en carretera De Alfacar,"Casería de Montijo, Granada",630,1.0,1,0,Bajo,3,95,1,1,0,1,0,0,0
Alquiler de Piso en calle San Jerónimo,"Catedral, Granada",1100,1.0,2,0,Primeros_pisos,4,1,1,1,0,1,1,0,0
Alquiler de Piso en Albaicín,Granada,1200,0.0,1,0,Bajo,1,1,0,0,0,1,1,0,0
"Alquiler de Piso en calle Rosa Chacel, 4","Parque Nueva Granada, Granada",609,1.0,2,1,Primeros_pisos,2,70,1,0,1,0,0,1,1
Alquiler de Piso en Ancha de Gracia,"Ronda - Arabial, Granada",1150,1.0,2,0,Ultimos_pisos,2,1,1,0,1,1,1,0,0
Alquiler de Piso en Campus de la Salud,Granada,950,1.0,2,0,Ultimos_pisos,2,86,1,0,0,1,1,1,0
Alquiler de Piso en camino de Ronda,"La Chana, Granada",595,1.0,1,0,Primeros_pisos,1,50,1,0,0,1,1,0,0
Alquiler de Piso en Ronda - Arabial,"Ronda - Arabial, Granada",1400,1.0,2,0,Primeros_pisos,4,1,1,1,0,1,0,0,0
Alquiler de Piso en Figares,Granada,850,1.0,1,0,Ultimos_pisos,2,73,1,0,1,1,1,0,0
Alquiler de Piso en camino de Ronda,"Ronda - Arabial, Granada",930,1.0,1,0,Ultimos_pisos,3,95,1,1,0,1,0,0,0
"Alquiler de Piso en calle Rosa Chacel, 4","Parque Nueva Granada, Granada",780,1.0,2,1,Primeros_pisos,3,90,1,0,1,0,0,1,1
Alquiler de Casa o chalet independiente en Belicena,"Área de Granada, Granada",1300,0.0,2,0,Muchas_plantas,3,2,1,0,1,1,0,1,0
Alquiler de Piso en Bola de Oro,Granada,680,1.0,1,0,Primeros_pisos,2,75,1,0,1,1,0,1,1
Alquiler de Piso en avenida de la Constitución,"Los Pajaritos, Granada",1300,1.0,2,0,Primeros_pisos,4,1,0,0,0,1,0,0,0
Alquiler de Piso en Carrera de la Virgen - Paseo del Salón,"Realejo, Granada",900,0.0,1,0,Primeros_pisos,2,61,0,0,0,1,1,0,0
Alquiler de Piso en San Francisco Javier,Granada,680,1.0,1,0,Ultimos_pisos,1,51,1,0,0,1,1,0,0
"Alquiler de Piso en calle Doctor García y García de Castro, 8","La Chana, Granada",850,0.0,1,0,Primeros_pisos,3,85,0,1,0,1,0,0,0
Alquiler de Piso en Carrera de la Virgen - Paseo del Salón,"Realejo, Granada",1750,1.0,4,0,Primeros_pisos,5,2,0,1,1,1,0,1,0
Alquiler de Piso en calle Nueva de Cartuja,"San Ildefonso, Granada",705,1.0,2,0,Primeros_pisos,3,1,0,1,0,1,0,0,0
Alquiler de Piso en Placeta de las Escuelas,"Albaicín, Granada",650,0.0,1,0,Bajo,1,40,0,0,0,0,0,0,0
"Alquiler de Piso en calle Fray Juan Sánchez Cotán, 3","La Paz, Granada",600,0.0,1,0,Primeros_pisos,3,85,1,0,0,1,1,0,0
Alquiler de Estudio en Misericordia,"Jardín Botánico, Granada",590,0.0,1,0,Primeros_pisos,1,35,0,0,0,0,1,0,0
Alquiler de Ático en calle Cisne,"Los Pajaritos, Granada",1600,1.0,2,0,Ultimos_pisos,4,90,0,1,0,1,1,0,0
Alquiler de Piso en ronda de Alfareros,"Casería de Montijo, Granada",1200,0.0,2,0,Primeros_pisos,4,1,1,1,0,1,1,0,0
Alquiler de Piso en Figares,Granada,1250,1.0,1,0,Primeros_pisos,2,90,0,0,0,1,1,0,0
Alquiler de Piso en Gran Vía,"Centro, Granada",820,1.0,1,0,Primeros_pisos,1,62,0,0,1,1,0,0,0
Alquiler de Piso en calle Doctor Pareja Yébenes,"Plaza de Toros, Granada",1350,1.0,1,0,Primeros_pisos,4,1,1,0,0,1,1,0,0
Alquiler de Piso en avenida de la Ilustración,"Campus de la Salud, Granada",950,1.0,1,0,Primeros_pisos,2,71,1,0,0,1,1,1,0
"Alquiler de Piso en camino de Alfacar, 3","Campo Verde, Granada",900,1.0,1,0,Primeros_pisos,4,1,1,1,0,0,0,0,0
Alquiler de Piso en Gran Vía,"Centro, Granada",750,0.0,1,0,Bajo,1,60,0,0,1,1,1,0,0
Alquiler de Piso en Gran Vía,"Centro, Granada",820,1.0,1,0,Primeros_pisos,1,62,0,0,1,1,0,0,0
Alquiler de Ático en calle Cisne,"Los Pajaritos, Granada",1600,1.0,2,0,Ultimos_pisos,4,90,0,1,0,1,1,0,0
Alquiler de Piso en calle Nueva de Cartuja,"San Ildefonso, Granada",705,1.0,2,0,Primeros_pisos,3,1,0,1,0,1,0,0,0
"Alquiler de Piso en calle Fray Juan Sánchez Cotán, 3","La Paz, Granada",600,0.0,1,0,Primeros_pisos,3,85,1,0,0,1,1,0,0
Alquiler de Chalet adosado en Cajar,"Área de Granada, Granada",900,0.0,3,0,Muchas_plantas,5,2,1,0,1,1,1,0,0
Alquiler de Estudio en Misericordia,"Jardín Botánico, Granada",590,0.0,1,0,Primeros_pisos,1,35,0,0,0,0,1,0,0
Alquiler de Piso en calle Delfín,"La Chana, Granada",1050,1.0,2,0,Primeros_pisos,3,90,1,1,0,1,1,0,0
Alquiler de Piso en Los Pajaritos,"Los Pajaritos - Plaza de Toros, Granada",1200,1.0,2,0,Primeros_pisos,3,1,0,1,0,1,1,0,0
Alquiler de Piso en calle Real de Cartuja,"San Ildefonso, Granada",990,0.0,1,0,Primeros_pisos,3,70,0,1,0,1,1,0,0
